InvoiceNo,TransactionDate,Customer_ID,Planet,UpdatedDate
559545,2011-07-10 00:00:00,15467,Abydos,2018-06-21 10:03:55
559546,2011-07-10 00:00:00,14163,Abydos,2018-06-21 10:03:55
559547,2011-07-10 00:00:00,17758,Abydos,2018-06-21 10:03:55
559548,2011-07-10 00:00:00,17997,Abydos,2018-06-21 10:03:55
559549,2011-07-10 15:25:00,13230,Abydos,2018-06-21 10:03:55
559550,2011-07-10 00:00:00,17757,Abydos,2018-06-21 10:03:55
559551,2011-07-10 00:00:00,16877,Abydos,2018-06-21 10:03:55
559552,2011-07-10 00:00:00,16014,Abydos,2018-06-21 10:03:55
559553,2011-07-11 09:23:00,16174,Abydos,2018-06-21 10:03:55
559554,2011-07-11 00:00:00,14258,Abydos,2018-06-21 10:03:55
559555,2011-07-11 00:00:00,13678,Abydos,2018-06-21 10:03:55
559556,2011-07-11 00:00:00,16156,Abydos,2018-06-21 10:03:55
559557,2011-07-11 00:00:00,17444,Tatooine,2018-06-21 10:03:55
559605,2011-07-11 00:00:00,15045,Abydos,2018-06-21 10:03:55
559606,2011-07-11 00:00:00,14606,Abydos,2018-06-21 10:03:55
559607,2011-07-11 00:00:00,12681,Altair IV,2018-06-21 10:03:55
559609,2011-07-11 11:51:00,13754,Abydos,2018-06-21 10:03:55
559629,2011-07-11 00:00:00,14690,Abydos,2018-06-21 10:03:55
559636,2011-07-11 00:00:00,13058,Abydos,2018-06-21 10:03:55
559637,2011-07-11 00:00:00,17381,Abydos,2018-06-21 10:03:55
559638,2011-07-11 12:17:00,17381,Abydos,2018-06-21 10:03:55
559639,2011-07-11 00:00:00,13767,Abydos,2018-06-21 10:03:55
559640,2011-07-11 00:00:00,15812,Abydos,2018-06-21 10:03:55
559641,2011-07-11 00:00:00,13184,Abydos,2018-06-21 10:03:55
559652,2011-07-11 00:00:00,17164,Abydos,2018-06-21 10:03:55
559653,2011-07-11 12:49:00,14552,Abydos,2018-06-21 10:03:55
559654,2011-07-11 12:54:00,13098,Abydos,2018-06-21 10:03:55
559656,2011-07-11 00:00:00,13675,Abydos,2018-06-21 10:03:55
559657,2011-07-11 13:05:00,16701,Abydos,2018-06-21 10:03:55
559658,2011-07-11 00:00:00,13003,Abydos,2018-06-21 10:03:55
559660,2011-07-11 13:19:00,16701,Abydos,2018-06-21 10:03:55
559661,2011-07-11 00:00:00,18061,Abydos,2018-06-21 10:03:55
559662,2011-07-11 00:00:00,16572,Abydos,2018-06-21 10:03:55
559665,2011-07-11 00:00:00,12556,Canopus III,2018-06-21 10:03:55
559668,2011-07-11 00:00:00,13394,Abydos,2018-06-21 10:03:55
559669,2011-07-11 13:47:00,16332,Abydos,2018-06-21 10:03:55
559671,2011-07-11 00:00:00,17811,Abydos,2018-06-21 10:03:55
559672,2011-07-11 14:04:00,14796,Abydos,2018-06-21 10:03:55
559673,2011-07-11 14:10:00,13224,Abydos,2018-06-21 10:03:55
559674,2011-07-11 00:00:00,15856,Abydos,2018-06-21 10:03:55
559676,2011-07-11 00:00:00,17340,Abydos,2018-06-21 10:03:55
559677,2011-07-11 00:00:00,17340,Abydos,2018-06-21 10:03:55
559678,2011-07-11 00:00:00,16033,Abydos,2018-06-21 10:03:55
559679,2011-07-11 00:00:00,15265,Abydos,2018-06-21 10:03:55
559680,2011-07-11 00:00:00,12717,Osiris IV,2018-06-21 10:03:55
559682,2011-07-11 00:00:00,17337,Abydos,2018-06-21 10:03:55
559684,2011-07-11 00:00:00,14367,Abydos,2018-06-21 10:03:55
559685,2011-07-11 00:00:00,12599,Altair IV,2018-06-21 10:03:55
559686,2011-07-11 00:00:00,17966,Abydos,2018-06-21 10:03:55
559687,2011-07-11 15:28:00,17966,Abydos,2018-06-21 10:03:55
559688,2011-07-11 00:00:00,12748,Abydos,2018-06-21 10:03:55
559689,2011-07-11 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559690,2011-07-11 15:52:00,16422,Abydos,2018-06-21 10:03:55
559691,2011-07-11 00:00:00,13089,Abydos,2018-06-21 10:03:55
559692,2011-07-11 15:52:00,Unknown,Abydos,2018-06-21 10:03:55
559693,2011-07-11 16:21:00,Unknown,Abydos,2018-06-21 10:03:55
559694,2011-07-11 16:40:00,Unknown,Abydos,2018-06-21 10:03:55
559696,2011-07-11 00:00:00,15577,Abydos,2018-06-21 10:03:55
559697,2011-07-11 00:00:00,15577,Abydos,2018-06-21 10:03:55
559698,2011-07-12 00:00:00,17589,Abydos,2018-06-21 10:03:55
559699,2011-07-12 08:52:00,12682,Altair IV,2018-06-21 10:03:55
559700,2011-07-12 00:00:00,17450,Abydos,2018-06-21 10:03:55
559701,2011-07-12 00:00:00,16013,Abydos,2018-06-21 10:03:55
559702,2011-07-12 09:10:00,16013,Abydos,2018-06-21 10:03:55
559703,2011-07-12 09:11:00,16989,Abydos,2018-06-21 10:03:55
559704,2011-07-12 09:54:00,12669,Altair IV,2018-06-21 10:03:55
559706,2011-07-12 00:00:00,16609,Abydos,2018-06-21 10:03:55
559707,2011-07-12 00:00:00,12358,Klendathu,2018-06-21 10:03:55
559708,2011-07-12 00:00:00,13549,Abydos,2018-06-21 10:03:55
559709,2011-07-12 00:00:00,16656,Abydos,2018-06-21 10:03:55
559710,2011-07-12 10:25:00,12474,Athas,2018-06-21 10:03:55
559711,2011-07-12 10:46:00,13590,Abydos,2018-06-21 10:03:55
559715,2011-07-12 10:47:00,14132,Abydos,2018-06-21 10:03:55
559733,2011-07-12 10:54:00,16145,Abydos,2018-06-21 10:03:55
559745,2011-07-12 00:00:00,17790,Abydos,2018-06-21 10:03:55
559746,2011-07-12 00:00:00,16515,Abydos,2018-06-21 10:03:55
559751,2011-07-12 00:00:00,14688,Abydos,2018-06-21 10:03:55
559768,2011-07-12 00:00:00,13207,Abydos,2018-06-21 10:03:55
559774,2011-07-12 00:00:00,18122,Abydos,2018-06-21 10:03:55
559782,2011-07-12 00:00:00,12722,Altair IV,2018-06-21 10:03:55
559783,2011-07-12 12:02:00,13069,Abydos,2018-06-21 10:03:55
559784,2011-07-12 00:00:00,16839,Abydos,2018-06-21 10:03:55
559790,2011-07-12 00:00:00,14548,Abydos,2018-06-21 10:03:55
559791,2011-07-12 12:24:00,17675,Abydos,2018-06-21 10:03:55
559793,2011-07-12 12:43:00,17949,Abydos,2018-06-21 10:03:55
559794,2011-07-12 00:00:00,16700,Abydos,2018-06-21 10:03:55
559795,2011-07-12 00:00:00,17268,Abydos,2018-06-21 10:03:55
559796,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559797,2011-07-12 00:00:00,12720,Athas,2018-06-21 10:03:55
559798,2011-07-12 00:00:00,12720,Athas,2018-06-21 10:03:55
559799,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559800,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559801,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559802,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559804,2011-07-12 00:00:00,17405,Abydos,2018-06-21 10:03:55
559805,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559806,2011-07-12 00:00:00,13311,Abydos,2018-06-21 10:03:55
559807,2011-07-12 00:00:00,17841,Abydos,2018-06-21 10:03:55
559809,2011-07-12 00:00:00,16409,Abydos,2018-06-21 10:03:55
559810,2011-07-12 00:00:00,16168,Abydos,2018-06-21 10:03:55
559811,2011-07-12 15:22:00,13269,Abydos,2018-06-21 10:03:55
559812,2011-07-12 00:00:00,15051,Abydos,2018-06-21 10:03:55
559813,2011-07-12 00:00:00,18272,Abydos,2018-06-21 10:03:55
559814,2011-07-12 00:00:00,15544,Abydos,2018-06-21 10:03:55
559815,2011-07-12 00:00:00,15251,Abydos,2018-06-21 10:03:55
559816,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559817,2011-07-12 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559818,2011-07-12 00:00:00,13408,Abydos,2018-06-21 10:03:55
559819,2011-07-12 16:58:00,12682,Altair IV,2018-06-21 10:03:55
559821,2011-07-13 00:00:00,16365,Abydos,2018-06-21 10:03:55
559822,2011-07-12 00:00:00,16365,Abydos,2018-06-21 10:03:55
559823,2011-07-12 17:21:00,12919,Abydos,2018-06-21 10:03:55
559824,2011-07-12 00:00:00,17576,Abydos,2018-06-21 10:03:55
559826,2011-07-13 00:00:00,13420,Abydos,2018-06-21 10:03:55
559827,2011-07-13 00:00:00,15189,Abydos,2018-06-21 10:03:55
559828,2011-07-13 09:44:00,16998,Abydos,2018-06-21 10:03:55
559831,2011-07-13 00:00:00,14709,Abydos,2018-06-21 10:03:55
559834,2011-07-13 00:00:00,12576,Ceti Alpha V,2018-06-21 10:03:55
559835,2011-07-13 10:08:00,13509,Abydos,2018-06-21 10:03:55
559836,2011-07-13 10:09:00,13911,Abydos,2018-06-21 10:03:55
559861,2011-07-13 10:27:00,15895,Abydos,2018-06-21 10:03:55
559862,2011-07-13 10:30:00,12782,Dozaria,2018-06-21 10:03:55
559863,2011-07-13 00:00:00,15039,Abydos,2018-06-21 10:03:55
559864,2011-07-13 00:00:00,14916,Abydos,2018-06-21 10:03:55
559865,2011-07-13 10:39:00,14409,Abydos,2018-06-21 10:03:55
559866,2011-07-13 00:00:00,15795,Abydos,2018-06-21 10:03:55
559872,2011-07-13 00:00:00,16816,Abydos,2018-06-21 10:03:55
559876,2011-07-13 11:09:00,15752,Abydos,2018-06-21 10:03:55
559877,2011-07-13 11:17:00,15561,Abydos,2018-06-21 10:03:55
559878,2011-07-13 11:19:00,15493,Abydos,2018-06-21 10:03:55
559879,2011-07-13 00:00:00,15561,Abydos,2018-06-21 10:03:55
559881,2011-07-13 00:00:00,16899,Abydos,2018-06-21 10:03:55
559883,2011-07-13 00:00:00,14397,Abydos,2018-06-21 10:03:55
559884,2011-07-13 11:34:00,16843,Abydos,2018-06-21 10:03:55
559885,2011-07-13 11:35:00,16843,Abydos,2018-06-21 10:03:55
559886,2011-07-13 00:00:00,13669,Abydos,2018-06-21 10:03:55
559887,2011-07-13 00:00:00,13263,Abydos,2018-06-21 10:03:55
559888,2011-07-13 11:47:00,16450,Abydos,2018-06-21 10:03:55
559889,2011-07-13 11:48:00,12678,Altair IV,2018-06-21 10:03:55
559890,2011-07-13 00:00:00,12464,Geonosis,2018-06-21 10:03:55
559893,2011-07-13 00:00:00,14498,Abydos,2018-06-21 10:03:55
559894,2011-07-13 00:00:00,14159,Abydos,2018-06-21 10:03:55
559895,2011-07-13 12:06:00,14110,Abydos,2018-06-21 10:03:55
559896,2011-07-13 00:00:00,15530,Abydos,2018-06-21 10:03:55
559897,2011-07-13 00:00:00,16779,Abydos,2018-06-21 10:03:55
559898,2011-07-13 12:18:00,16225,Abydos,2018-06-21 10:03:55
559899,2011-07-13 00:00:00,12528,Athas,2018-06-21 10:03:55
559900,2011-07-13 00:00:00,13089,Abydos,2018-06-21 10:03:55
559901,2011-07-13 00:00:00,18121,Abydos,2018-06-21 10:03:55
559902,2011-07-13 00:00:00,14502,Abydos,2018-06-21 10:03:55
559903,2011-07-13 13:16:00,12935,Abydos,2018-06-21 10:03:55
559904,2011-07-13 13:20:00,13149,Abydos,2018-06-21 10:03:55
559905,2011-07-13 00:00:00,15311,Abydos,2018-06-21 10:03:55
559906,2011-07-13 00:00:00,18219,Abydos,2018-06-21 10:03:55
559907,2011-07-13 00:00:00,12766,Dozaria,2018-06-21 10:03:55
559909,2011-07-13 00:00:00,18245,Abydos,2018-06-21 10:03:55
559910,2011-07-13 14:29:00,18245,Abydos,2018-06-21 10:03:55
559911,2011-07-13 14:39:00,13777,Abydos,2018-06-21 10:03:55
559912,2011-07-13 00:00:00,14221,Abydos,2018-06-21 10:03:55
559913,2011-07-13 00:00:00,14221,Abydos,2018-06-21 10:03:55
559914,2011-07-13 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559916,2011-07-13 00:00:00,14201,Abydos,2018-06-21 10:03:55
559918,2011-07-13 00:00:00,18225,Abydos,2018-06-21 10:03:55
559919,2011-07-13 00:00:00,12415,Anarres,2018-06-21 10:03:55
559920,2011-07-13 00:00:00,12415,Anarres,2018-06-21 10:03:55
559921,2011-07-13 00:00:00,13667,Abydos,2018-06-21 10:03:55
559922,2011-07-13 15:50:00,14400,Abydos,2018-06-21 10:03:55
559923,2011-07-13 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559924,2011-07-13 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
559925,2011-07-13 00:00:00,17644,Abydos,2018-06-21 10:03:55
559926,2011-07-13 00:00:00,17644,Abydos,2018-06-21 10:03:55
559927,2011-07-13 00:00:00,17567,Abydos,2018-06-21 10:03:55
559928,2011-07-14 00:00:00,12405,Korriban,2018-06-21 10:03:55
559929,2011-07-14 00:00:00,14265,Titania,2018-06-21 10:03:55
559930,2011-07-14 00:00:00,17738,Abydos,2018-06-21 10:03:55
559931,2011-07-14 00:00:00,17738,Abydos,2018-06-21 10:03:55
559932,2011-07-14 09:26:00,17389,Abydos,2018-06-21 10:03:55
559933,2011-07-14 00:00:00,16719,Abydos,2018-06-21 10:03:55
559934,2011-07-14 09:58:00,13012,Abydos,2018-06-21 10:03:55
559935,2011-07-14 10:08:00,15125,Abydos,2018-06-21 10:03:55
559936,2011-07-14 00:00:00,15125,Abydos,2018-06-21 10:03:55
559937,2011-07-14 00:00:00,13577,Abydos,2018-06-21 10:03:55
559938,2011-07-14 00:00:00,17315,Abydos,2018-06-21 10:03:55
559940,2011-07-14 00:00:00,17396,Abydos,2018-06-21 10:03:55
559941,2011-07-14 00:00:00,17396,Abydos,2018-06-21 10:03:55
559942,2011-07-14 10:21:00,17396,Abydos,2018-06-21 10:03:55
559944,2011-07-14 10:21:00,17396,Abydos,2018-06-21 10:03:55
559945,2011-07-14 10:24:00,17396,Abydos,2018-06-21 10:03:55
559948,2011-07-14 00:00:00,12653,Korhal,2018-06-21 10:03:55
559951,2011-07-14 00:00:00,14847,Abydos,2018-06-21 10:03:55
559979,2011-07-14 11:20:00,14862,Abydos,2018-06-21 10:03:55
559980,2011-07-14 11:28:00,17314,Abydos,2018-06-21 10:03:55
559981,2011-07-14 00:00:00,14562,Abydos,2018-06-21 10:03:55
559982,2011-07-14 00:00:00,12915,Abydos,2018-06-21 10:03:55
559984,2011-07-14 00:00:00,16657,Abydos,2018-06-21 10:03:55
559985,2011-07-14 00:00:00,16488,Abydos,2018-06-21 10:03:55
559986,2011-07-14 00:00:00,15256,Abydos,2018-06-21 10:03:55
559987,2011-07-14 00:00:00,12619,Athas,2018-06-21 10:03:55
559988,2011-07-14 00:00:00,15402,Abydos,2018-06-21 10:03:55
559989,2011-07-14 00:00:00,13319,Abydos,2018-06-21 10:03:55
559990,2011-07-14 00:00:00,13319,Abydos,2018-06-21 10:03:55
559991,2011-07-14 00:00:00,14527,Abydos,2018-06-21 10:03:55
559993,2011-07-14 00:00:00,14716,Abydos,2018-06-21 10:03:55
560010,2011-07-14 00:00:00,13178,Abydos,2018-06-21 10:03:55
560018,2011-07-14 00:00:00,15987,Abydos,2018-06-21 10:03:55
560024,2011-07-14 00:00:00,15005,Abydos,2018-06-21 10:03:55
560025,2011-07-14 00:00:00,18283,Abydos,2018-06-21 10:03:55
560026,2011-07-14 00:00:00,16928,Abydos,2018-06-21 10:03:55
560032,2011-07-14 00:00:00,18283,Abydos,2018-06-21 10:03:55
560033,2011-07-14 00:00:00,12388,Anarres,2018-06-21 10:03:55
560034,2011-07-14 00:00:00,13933,Abydos,2018-06-21 10:03:55
560035,2011-07-14 00:00:00,17706,Abydos,2018-06-21 10:03:55
560036,2011-07-14 00:00:00,14911,Beachworld,2018-06-21 10:03:55
560038,2011-07-14 00:00:00,12709,Athas,2018-06-21 10:03:55
560039,2011-07-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560040,2011-07-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560041,2011-07-14 00:00:00,14156,Beachworld,2018-06-21 10:03:55
560042,2011-07-14 00:00:00,17068,Abydos,2018-06-21 10:03:55
560047,2011-07-14 00:00:00,17259,Abydos,2018-06-21 10:03:55
560048,2011-07-14 00:00:00,13515,Abydos,2018-06-21 10:03:55
560049,2011-07-14 00:00:00,14857,Abydos,2018-06-21 10:03:55
560050,2011-07-14 15:07:00,Unknown,Abydos,2018-06-21 10:03:55
560051,2011-07-14 00:00:00,15306,Abydos,2018-06-21 10:03:55
560052,2011-07-14 00:00:00,15187,Abydos,2018-06-21 10:03:55
560053,2011-07-14 00:00:00,17612,Abydos,2018-06-21 10:03:55
560078,2011-07-14 00:00:00,16040,Abydos,2018-06-21 10:03:55
560079,2011-07-14 00:00:00,15521,Abydos,2018-06-21 10:03:55
560080,2011-07-14 00:00:00,17450,Abydos,2018-06-21 10:03:55
560086,2011-07-14 00:00:00,15839,Abydos,2018-06-21 10:03:55
560087,2011-07-14 00:00:00,18172,Abydos,2018-06-21 10:03:55
560088,2011-07-14 16:42:00,15114,Abydos,2018-06-21 10:03:55
560089,2011-07-14 00:00:00,12748,Abydos,2018-06-21 10:03:55
560090,2011-07-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560093,2011-07-14 00:00:00,14461,Abydos,2018-06-21 10:03:55
560094,2011-07-14 00:00:00,18109,Abydos,2018-06-21 10:03:55
560095,2011-07-14 00:00:00,17848,Abydos,2018-06-21 10:03:55
560096,2011-07-15 00:00:00,13538,Abydos,2018-06-21 10:03:55
560097,2011-07-14 00:00:00,13050,Abydos,2018-06-21 10:03:55
560098,2011-07-14 17:44:00,16907,Abydos,2018-06-21 10:03:55
560101,2011-07-14 00:00:00,14891,Abydos,2018-06-21 10:03:55
560102,2011-07-14 00:00:00,13994,Abydos,2018-06-21 10:03:55
560103,2011-07-14 00:00:00,17837,Abydos,2018-06-21 10:03:55
560104,2011-07-15 00:00:00,17921,Abydos,2018-06-21 10:03:55
560105,2011-07-14 00:00:00,16794,Abydos,2018-06-21 10:03:55
560106,2011-07-14 20:01:00,17554,Abydos,2018-06-21 10:03:55
560107,2011-07-15 08:09:00,12928,Abydos,2018-06-21 10:03:55
560108,2011-07-15 00:00:00,16979,Abydos,2018-06-21 10:03:55
560109,2011-07-15 00:00:00,13491,Abydos,2018-06-21 10:03:55
560115,2011-07-15 00:00:00,17841,Abydos,2018-06-21 10:03:55
560117,2011-07-15 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560118,2011-07-15 00:00:00,16818,Abydos,2018-06-21 10:03:55
560119,2011-07-15 00:00:00,12815,Ceti Alpha V,2018-06-21 10:03:55
560120,2011-07-15 00:00:00,14907,Abydos,2018-06-21 10:03:55
560121,2011-07-15 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560122,2011-07-15 10:33:00,14332,Abydos,2018-06-21 10:03:55
560125,2011-07-15 00:00:00,18118,Abydos,2018-06-21 10:03:55
560145,2011-07-15 00:00:00,13381,Abydos,2018-06-21 10:03:55
560162,2011-07-15 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560180,2011-07-15 00:00:00,14640,Abydos,2018-06-21 10:03:55
560181,2011-07-15 00:00:00,16621,Abydos,2018-06-21 10:03:55
560182,2011-07-15 00:00:00,12971,Abydos,2018-06-21 10:03:55
560183,2011-07-15 00:00:00,12971,Abydos,2018-06-21 10:03:55
560184,2011-07-15 00:00:00,12971,Abydos,2018-06-21 10:03:55
560185,2011-07-15 00:00:00,14676,Abydos,2018-06-21 10:03:55
560186,2011-07-15 00:00:00,17266,Abydos,2018-06-21 10:03:55
560187,2011-07-15 00:00:00,17444,Tatooine,2018-06-21 10:03:55
560188,2011-07-15 00:00:00,18229,Abydos,2018-06-21 10:03:55
560190,2011-07-15 00:00:00,15737,Abydos,2018-06-21 10:03:55
560191,2011-07-15 00:00:00,16203,Abydos,2018-06-21 10:03:55
560199,2011-07-15 00:00:00,17948,Abydos,2018-06-21 10:03:55
560200,2011-07-15 12:59:00,13184,Abydos,2018-06-21 10:03:55
560201,2011-07-15 00:00:00,17061,Abydos,2018-06-21 10:03:55
560202,2011-07-15 13:10:00,12712,Athas,2018-06-21 10:03:55
560203,2011-07-15 13:13:00,15311,Abydos,2018-06-21 10:03:55
560204,2011-07-15 00:00:00,12971,Abydos,2018-06-21 10:03:55
560205,2011-07-15 00:00:00,17068,Abydos,2018-06-21 10:03:55
560207,2011-07-15 00:00:00,15301,Abydos,2018-06-21 10:03:55
560209,2011-07-15 14:05:00,15004,Abydos,2018-06-21 10:03:55
560210,2011-07-15 00:00:00,14958,Abydos,2018-06-21 10:03:55
560211,2011-07-15 00:00:00,12621,Athas,2018-06-21 10:03:55
560212,2011-07-15 00:00:00,14722,Abydos,2018-06-21 10:03:55
560217,2011-07-15 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560218,2011-07-15 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560222,2011-07-15 00:00:00,14293,Abydos,2018-06-21 10:03:55
560223,2011-07-15 00:00:00,16904,Abydos,2018-06-21 10:03:55
560224,2011-07-15 00:00:00,14572,Abydos,2018-06-21 10:03:55
560225,2011-07-15 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560228,2011-07-15 00:00:00,17750,Abydos,2018-06-21 10:03:55
560229,2011-07-17 10:39:00,14013,Abydos,2018-06-21 10:03:55
560230,2011-07-17 00:00:00,12600,Athas,2018-06-21 10:03:55
560231,2011-07-17 10:55:00,13305,Abydos,2018-06-21 10:03:55
560232,2011-07-17 00:00:00,14810,Abydos,2018-06-21 10:03:55
560233,2011-07-17 00:00:00,16813,Abydos,2018-06-21 10:03:55
560234,2011-07-17 00:00:00,16180,Abydos,2018-06-21 10:03:55
560235,2011-07-17 00:00:00,14060,Abydos,2018-06-21 10:03:55
560236,2011-07-17 00:00:00,15206,Abydos,2018-06-21 10:03:55
560237,2011-07-17 00:00:00,15281,Abydos,2018-06-21 10:03:55
560238,2011-07-17 00:00:00,17725,Abydos,2018-06-21 10:03:55
560239,2011-07-17 11:50:00,13507,Abydos,2018-06-21 10:03:55
560240,2011-07-17 00:00:00,15716,Abydos,2018-06-21 10:03:55
560241,2011-07-17 12:02:00,13967,Abydos,2018-06-21 10:03:55
560244,2011-07-17 12:14:00,16931,Abydos,2018-06-21 10:03:55
560245,2011-07-17 00:00:00,Unknown,Byss,2018-06-21 10:03:55
560246,2011-07-17 00:00:00,14292,Abydos,2018-06-21 10:03:55
560247,2011-07-17 12:18:00,14292,Abydos,2018-06-21 10:03:55
560248,2011-07-17 00:00:00,16255,Abydos,2018-06-21 10:03:55
560249,2011-07-17 00:00:00,17571,Abydos,2018-06-21 10:03:55
560250,2011-07-17 12:31:00,14659,Abydos,2018-06-21 10:03:55
560251,2011-07-17 00:00:00,17774,Abydos,2018-06-21 10:03:55
560252,2011-07-17 00:00:00,13468,Abydos,2018-06-21 10:03:55
560253,2011-07-17 00:00:00,13993,Abydos,2018-06-21 10:03:55
560254,2011-07-17 13:07:00,16678,Abydos,2018-06-21 10:03:55
560255,2011-07-17 00:00:00,16054,Abydos,2018-06-21 10:03:55
560256,2011-07-17 00:00:00,14462,Abydos,2018-06-21 10:03:55
560257,2011-07-17 00:00:00,13340,Abydos,2018-06-21 10:03:55
560258,2011-07-17 00:00:00,13340,Abydos,2018-06-21 10:03:55
560259,2011-07-17 00:00:00,13654,Abydos,2018-06-21 10:03:55
560260,2011-07-17 13:32:00,14044,Abydos,2018-06-21 10:03:55
560261,2011-07-17 00:00:00,12841,Abydos,2018-06-21 10:03:55
560262,2011-07-17 13:40:00,14224,Abydos,2018-06-21 10:03:55
560263,2011-07-17 00:00:00,16342,Abydos,2018-06-21 10:03:55
560264,2011-07-17 00:00:00,12833,Abydos,2018-06-21 10:03:55
560265,2011-07-17 00:00:00,17863,Abydos,2018-06-21 10:03:55
560266,2011-07-17 00:00:00,17389,Abydos,2018-06-21 10:03:55
560267,2011-07-17 00:00:00,13880,Abydos,2018-06-21 10:03:55
560268,2011-07-17 14:07:00,13880,Abydos,2018-06-21 10:03:55
560269,2011-07-17 14:32:00,16168,Abydos,2018-06-21 10:03:55
560270,2011-07-17 00:00:00,16744,Abydos,2018-06-21 10:03:55
560271,2011-07-17 14:51:00,16474,Abydos,2018-06-21 10:03:55
560272,2011-07-17 00:00:00,12691,Altair IV,2018-06-21 10:03:55
560273,2011-07-17 00:00:00,14895,Abydos,2018-06-21 10:03:55
560274,2011-07-17 00:00:00,14895,Abydos,2018-06-21 10:03:55
560275,2011-07-17 00:00:00,14895,Abydos,2018-06-21 10:03:55
560276,2011-07-17 00:00:00,14606,Abydos,2018-06-21 10:03:55
560277,2011-07-17 15:24:00,15467,Abydos,2018-06-21 10:03:55
560278,2011-07-17 00:00:00,13610,Abydos,2018-06-21 10:03:55
560279,2011-07-17 15:47:00,14198,Abydos,2018-06-21 10:03:55
560280,2011-07-17 00:00:00,16422,Abydos,2018-06-21 10:03:55
560281,2011-07-17 00:00:00,17984,Abydos,2018-06-21 10:03:55
560282,2011-07-18 00:00:00,14758,Abydos,2018-06-21 10:03:55
560283,2011-07-18 00:00:00,Unknown,Beachworld,2018-06-21 10:03:55
560284,2011-07-18 00:00:00,13705,Abydos,2018-06-21 10:03:55
560285,2011-07-18 00:00:00,14944,Abydos,2018-06-21 10:03:55
560286,2011-07-18 00:00:00,14062,Abydos,2018-06-21 10:03:55
560287,2011-07-18 00:00:00,13821,Abydos,2018-06-21 10:03:55
560288,2011-07-18 00:00:00,15845,Abydos,2018-06-21 10:03:55
560290,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560291,2011-07-18 10:17:00,Unknown,Abydos,2018-06-21 10:03:55
560292,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560293,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560294,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560295,2011-07-18 00:00:00,16681,Abydos,2018-06-21 10:03:55
560296,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560297,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560298,2011-07-18 10:26:00,Unknown,Abydos,2018-06-21 10:03:55
560299,2011-07-18 10:28:00,17593,Abydos,2018-06-21 10:03:55
560300,2011-07-18 10:29:00,14911,Beachworld,2018-06-21 10:03:55
560302,2011-07-18 10:43:00,14397,Abydos,2018-06-21 10:03:55
560305,2011-07-18 00:00:00,16511,Abydos,2018-06-21 10:03:55
560328,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560329,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560355,2011-07-18 00:00:00,15906,Abydos,2018-06-21 10:03:55
560356,2011-07-18 00:00:00,16875,Abydos,2018-06-21 10:03:55
560357,2011-07-18 00:00:00,15527,Abydos,2018-06-21 10:03:55
560358,2011-07-18 11:46:00,Unknown,Abydos,2018-06-21 10:03:55
560359,2011-07-18 00:00:00,14159,Abydos,2018-06-21 10:03:55
560360,2011-07-18 00:00:00,12744,Plyuk,2018-06-21 10:03:55
560361,2011-07-18 11:58:00,13488,Abydos,2018-06-21 10:03:55
560362,2011-07-18 00:00:00,13488,Abydos,2018-06-21 10:03:55
560363,2011-07-18 00:00:00,12589,Altair IV,2018-06-21 10:03:55
560364,2011-07-18 00:00:00,16705,Abydos,2018-06-21 10:03:55
560366,2011-07-18 00:00:00,16859,Abydos,2018-06-21 10:03:55
560367,2011-07-18 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
560368,2011-07-18 12:25:00,17841,Abydos,2018-06-21 10:03:55
